"","prod_id","store_id","week","sales_qty","avg_unit_price"
"277",152576009,346,"49",8,0.6975
"278",152576009,342,"37",20,0.6975
"279",152576009,346,"29",8,0.6975
"280",152576009,346,"30",12,0.6975
"281",152576009,346,"39",8,0.6975
"282",152576009,346,"40",16,0.6975
"283",152576009,346,"41",13,0.697666666666667
"284",152576009,346,"42",4,0.6975
"285",152576009,346,"43",28,0.6975
"286",152576009,346,"45",4,0.6975
"287",152576009,346,"46",4,0.6975
"288",152576009,346,"47",8,0.6975
"289",152576009,346,"48",12,0.6975
"290",152576009,346,"50",4,0.3475
"291",152576009,346,"51",8,0.6975
"292",152576009,346,"52",4,0.3475
"293",152576009,344,"34",4,0.6975
"294",152576009,335,"45",16,0.6975
"295",152576009,344,"49",4,0.6975
"296",152576009,157,"39",12,0.6975
"297",152576009,157,"49",4,0.6975
"298",152576009,342,"39",4,0.6975
"299",152576009,345,"33",4,0.6975
"300",152576009,349,"40",20,0.6975
"301",152576009,349,"41",4,0.6975
"302",152576009,996,"46",4,0.6975
"303",152576009,342,"28",4,0.6975
"304",152576009,343,"51",12,0.6975
"305",152576009,996,"44",8,0.6975
"306",152576009,345,"30",4,0.6975
"307",152576009,345,"31",12,0.6975
"308",152576009,345,"32",4,0.6975
"309",152576009,345,"39",12,0.6975
"310",152576009,345,"41",4,0.6975
"311",152576009,345,"43",12,0.6975
"312",152576009,345,"45",12,0.6975
"313",152576009,345,"48",8,0.6975
"314",152576009,588,"35",4,0.6975
"315",152576009,345,"40",4,0.6975
"316",152576009,345,"47",8,0.6975
"317",152576009,395,"40",4,0.6975
"318",152576009,395,"47",4,0.6975
"319",152576009,395,"28",4,0.6975
"320",152576009,395,"29",4,0.6975
"321",152576009,395,"36",12,0.6975
"322",152576009,395,"48",9,0.6977777778
"323",152576009,349,"46",4,0.6975
"324",152576009,347,"32",4,0.6975
"325",152576009,335,"49",4,0.6975
"326",152576009,525,"30",4,0.6975
"327",152576009,525,"35",4,0.6975
"328",152576009,342,"34",4,0.6975
"329",152576009,525,"29",4,0.6975
"330",152576009,345,"49",4,0.6975
"331",152576009,398,"28",4,0.6975
"332",152576009,398,"31",12,0.6975
"333",152576009,398,"37",4,0.6975
"334",152576009,343,"29",20,0.6975
"335",152576009,343,"37",8,0.6975
"336",152576009,343,"40",4,0.6975
"337",152576009,343,"42",12,0.6975
"338",152576009,343,"49",8,0.6975
"339",152576009,344,"35",4,0.6975
"340",152576009,344,"41",8,0.6975
"341",152576009,996,"52",4,0.6975
"342",152576009,343,"34",4,0.6975
"343",152576009,150,"31",8,0.6975
"344",152576009,335,"30",4,0.6975
"345",152576009,335,"46",4,0.6975
"346",152576009,157,"51",8,0.6975
"347",152576009,588,"37",4,0.6975
"348",152576009,588,"42",4,0.6975
"349",152576009,588,"44",4,0.6975
"350",152576009,588,"45",4,0.6975
"351",152576009,588,"47",4,0.6975
"352",152576009,157,"27",4,0.6975
"353",152576009,157,"31",4,0.6975
"354",152576009,157,"33",4,0.6975
"355",152576009,343,"44",8,0.5225
"356",152576009,346,"31",8,0.6975
"357",152576009,588,"41",4,0.6975
"358",152576009,343,"35",8,0.6975
"359",152576009,346,"33",4,0.6975
"360",152576009,346,"44",8,0.5225
"361",152576009,343,"28",8,0.6975
"362",152576009,346,"34",8,0.6975
"363",152576009,346,"36",4,0.3475
"364",152576009,157,"29",4,0.6975
"365",152576009,157,"37",4,0.6975
"366",152576009,345,"35",4,0.6975
"367",152576009,343,"45",8,0.6975
"368",152576009,395,"30",4,0.6975
"369",152576009,395,"39",4,0.6975
"370",152576009,150,"35",4,0.6975
"371",152576009,150,"38",4,0.6975
"372",152576009,150,"41",8,0.6975
"373",152576009,347,"47",4,0.6975
"374",152576009,343,"47",4,0.6975
"375",152576009,335,"39",4,0.6975
"376",152576009,345,"29",4,0.6975
"377",152576009,344,"31",4,0.6975
"378",152576009,395,"46",4,0.6975
"379",152576009,342,"50",4,0.6975
"380",152576009,349,"51",4,0.6975
"381",152576009,344,"27",4,0.6975
"382",152576009,335,"37",4,0.6975
"383",152576009,335,"40",4,0.6975
"384",152576009,588,"31",1,0.7
"385",152576009,588,"40",4,0.6975
"386",152576009,335,"31",4,0.6975
"387",153701006,349,"29",16,0.6975
"388",153701006,349,"39",8,0.6975
"389",153701006,588,"39",4,0.6975
"390",153701006,150,"31",4,0.6975
"391",153701006,150,"35",4,0.6975
"392",153701006,335,"28",8,0.6975
"393",153701006,342,"34",4,0.6975
"394",153701006,342,"40",12,0.6975
"395",153701006,349,"34",20,0.6975
"396",153701006,335,"40",4,0.6975
"397",153701006,344,"40",8,0.6975
"398",153701006,346,"38",8,0.6975
"399",153701006,349,"27",12,0.6975
"400",153701006,349,"31",4,0.6975
"401",153701006,349,"41",4,0.6975
"402",153701006,525,"33",4,0.6975
"403",153701006,150,"32",4,0.3475
"404",153701006,342,"39",4,0.6975
"405",153701006,343,"31",4,0.6975
"406",153701006,343,"40",4,0.6975
"407",153701006,525,"32",8,0.6975
"408",153701006,343,"28",4,0.3475
"409",153701006,345,"37",16,0.6975
"410",153701006,347,"39",4,0.6975
"411",153701006,395,"41",4,0.6975
"412",153701006,345,"39",4,0.6975
"413",153701006,996,"31",16,0.6975
"414",153701006,344,"35",4,0.6975
"415",153701006,349,"40",4,0.6975
"416",153701006,398,"31",4,0.6975
"417",153701006,344,"33",4,0.6975
"418",153701006,996,"38",8,0.6975
"419",153701006,588,"41",8,0.6975
"420",153701006,335,"38",4,0.6975
"421",153701006,157,"35",16,0.6975
"422",153701006,395,"29",4,0.6975
"423",153701006,395,"33",4,0.6975
"424",153701006,395,"35",4,0.6975
"425",153701006,150,"42",8,0.6975
"426",153701006,398,"39",4,0.6975
"427",153701006,349,"33",4,0.6975
"428",153701006,996,"39",12,0.6975
"429",153701006,346,"29",4,0.6975
"430",153701006,346,"32",4,0.6975
"431",153701006,346,"35",4,0.6975
"432",153701006,345,"29",12,0.6975
"433",153701006,345,"41",5,1.74375
"434",153701006,157,"34",4,0.6975
"435",153701006,344,"37",4,0.6975
"436",153701006,150,"36",4,0.6975
"437",153701006,150,"37",4,0.6975
"438",153701006,525,"30",4,0.6975
"439",153701006,996,"33",4,0.6975
"440",153701006,335,"27",4,0.6975
"441",153701006,398,"32",4,0.3475
"442",153701006,996,"37",8,0.6975
"443",153701006,343,"39",8,0.6975
"444",153701006,335,"31",4,0.6975
"445",153701006,996,"40",4,0.6975
"446",153701006,349,"37",8,0.6975
"447",153701006,342,"31",4,0.6975
"448",153701006,335,"41",4,0.6975
"449",153701006,525,"37",4,0.6975
"450",153701006,588,"40",4,0.6975
"451",153701006,343,"33",4,0.6975
"452",153701006,344,"39",4,0.6975
"453",153701006,588,"29",4,0.6975
"454",153701006,150,"33",4,0.6975
"455",153701006,150,"34",4,0.6975
"456",153701006,157,"39",16,0.6975
"457",153701006,157,"41",12,0.6975
"458",153701006,347,"33",8,0.6975
"459",153701006,347,"41",4,0.6975
"460",153701006,343,"29",12,0.6975
"461",153701006,345,"34",4,0.6975
"462",153701006,346,"31",4,0.6975
"463",153701006,343,"35",4,0.6975
"464",153701006,345,"35",4,0.6975
"465",153701006,335,"29",4,0.6975
"466",153701006,157,"30",4,0.6975
"467",153701006,157,"33",4,0.6975
"468",153701007,349,"34",4,0.6975
"469",153701007,343,"35",4,0.6975
"470",153701007,150,"33",4,0.6975
"471",153701007,150,"39",4,0.6975
"472",153701007,157,"32",4,0.6975
"473",153701007,342,"28",4,0.6975
"474",153701007,342,"29",12,0.6975
"475",153701007,342,"31",16,0.6975
"476",153701007,342,"34",8,0.6975
"477",153701007,342,"35",20,0.6975
"478",153701007,342,"36",4,0.6975
"479",153701007,150,"31",4,0.6975
"480",153701007,344,"39",4,0.6975
"481",153701007,157,"33",12,0.6975
"482",153701007,349,"31",8,0.6975
"483",153701007,346,"38",4,0.6975
"484",153701007,349,"37",8,0.6975
"485",153701007,525,"33",4,0.6975
"486",153701007,346,"30",8,0.6975
"487",153701007,347,"35",12,0.6975
"488",153701007,346,"35",8,0.6975
"489",153701007,588,"41",4,0.6975
"490",153701007,345,"35",8,0.6975
"491",153701007,349,"29",24,0.6975
"492",153701007,344,"34",4,0.6975
"493",153701007,349,"40",4,0.6975
"494",153701007,996,"35",16,0.6975
"495",153701007,398,"39",4,0.6975
"496",153701007,996,"33",8,0.6975
"497",153701007,345,"41",12,0.6975
"498",153701007,395,"40",4,0.6975
"499",153701007,343,"39",4,0.6975
"500",153701007,525,"29",8,0.6975
"501",153701007,525,"39",4,0.6975
"502",153701007,588,"39",4,0.6975
"503",153701007,349,"39",8,0.6975
"504",153701007,343,"29",8,0.6975
"505",153701007,344,"40",4,0.6975
"506",153701007,157,"37",8,0.6975
"507",153701007,525,"30",4,0.6975
"508",153701007,588,"29",4,0.6975
"509",153701007,588,"31",4,0.6975
"510",153701007,588,"34",4,0.6975
"511",153701007,345,"37",8,0.6975
"512",153701007,343,"28",12,0.464166666666667
"513",153701007,343,"31",8,0.6975
"514",153701007,335,"27",4,0.6975
"515",153701007,342,"39",12,0.6975
"516",153701007,349,"27",8,0.6975
"517",153701007,349,"42",4,0.6975
"518",153701007,996,"31",4,0.6975
"519",153701007,996,"39",8,0.6975
"520",153701007,996,"40",4,0.6975
"521",153701007,349,"30",4,0.6975
"522",153701007,349,"41",4,0.6975
"523",153701007,346,"33",4,0.6975
"524",153701007,342,"33",8,0.6975
"525",153701007,344,"37",8,0.6975
"526",153701007,395,"29",8,0.6975
"527",153701007,344,"28",4,0.6975
"528",153701007,344,"31",4,0.6975
"529",153701007,347,"37",4,0.6975
"530",153701007,347,"41",4,0.6975
"531",153701007,344,"29",8,0.6975
"532",153701007,345,"39",4,0.6975
"533",153701007,349,"33",4,0.6975
"534",153701007,996,"37",4,0.6975
"535",153701007,525,"31",4,0.6975
"536",153701007,335,"29",8,0.6975
"537",153701009,996,"40",8,0.6975
"538",153701009,395,"39",16,0.6975
"539",153701009,588,"31",8,0.6975
"540",153701009,150,"30",4,0.6975
"541",153701009,150,"37",4,0.6975
"542",153701009,345,"35",20,0.6975
"543",153701009,335,"35",4,0.6975
"544",153701009,347,"33",8,0.6975
"545",153701009,347,"30",8,0.6975
"546",153701009,157,"28",4,0.6975
"547",153701009,342,"29",4,0.6975
"548",153701009,157,"32",4,0.6975
"549",153701009,342,"28",4,0.6975
"550",153701009,342,"37",12,0.6975
"551",153701009,150,"31",12,0.6975
"552",153701009,157,"30",4,0.6975
"553",153701009,344,"42",4,0.6975
"554",153701009,346,"31",12,0.6975
"555",153701009,346,"35",8,0.6975
"556",153701009,349,"40",12,0.6975
"557",153701009,349,"34",12,0.6975
"558",153701009,349,"41",8,0.6975
"559",153701009,349,"42",4,0.6975
"560",153701009,157,"51",8,0.6975
"561",153701009,335,"39",8,0.6975
"562",153701009,395,"37",8,0.6975
"563",153701009,150,"29",4,0.6975
"564",153701009,335,"41",1,2.79
"565",153701009,345,"31",24,0.6975
"566",153701009,347,"31",8,0.6975
"567",153701009,347,"34",4,0.6975
"568",153701009,347,"40",4,0.6975
"569",153701009,347,"48",4,0.6975
"570",153701009,157,"38",8,0.6975
"571",153701009,157,"45",12,0.6975
"572",153701009,157,"47",8,0.6975
"573",153701009,343,"44",8,0.3475
"574",153701009,343,"49",12,0.6975
"575",153701009,343,"45",8,0.6975
"576",153701009,343,"51",8,0.5225
"577",153701009,343,"31",12,0.6975
"578",153701009,343,"35",4,0.6975
"579",153701009,343,"37",8,0.6975
"580",153701009,343,"39",16,0.6975
"581",153701009,347,"37",8,0.6975
"582",153701009,349,"37",4,0.6975
"583",153701009,346,"38",4,0.6975
"584",153701009,588,"40",4,0.6975
"585",153701009,588,"42",8,0.6975
"586",153701009,344,"46",8,0.3475
"587",153701009,349,"35",8,0.6975
"588",153701009,349,"47",12,0.6975
"589",153701009,588,"41",12,0.6975
"590",153701009,344,"31",4,0.6975
"591",153701009,344,"49",8,0.6975
"592",153701009,345,"45",20,0.6975
"593",153701009,996,"42",4,0.6975
"594",153701009,525,"34",4,0.6975
"595",153701009,525,"41",4,0.6975
"596",153701009,996,"49",4,0.6975
"597",153701009,345,"38",8,0.6975
"598",153701009,345,"39",8,0.6975
"599",153701009,345,"40",4,0.6975
"600",153701009,345,"41",9,1.395
"601",153701009,345,"42",12,0.6975
"602",153701009,345,"43",16,0.6975
"603",153701009,345,"44",4,0.6975
"604",153701009,345,"46",12,0.6975
"605",153701009,345,"47",4,0.6975
"606",153701009,345,"48",4,0.6975
"607",153701009,345,"50",8,0.6975
"608",153701009,345,"51",8,0.6975
"609",153701009,395,"29",8,0.6975
"610",153701009,996,"37",4,0.6975
"611",153701009,996,"43",8,0.6975
"612",153701009,157,"52",4,0.6975
"613",153701009,344,"33",8,0.6975
"614",153701009,398,"43",4,0.6975
"615",153701009,349,"46",4,0.6975
"616",153701009,342,"43",8,0.6975
"617",153701009,335,"48",4,0.6975
"618",153701009,335,"28",4,0.6975
"619",153701009,335,"32",4,0.3475
"620",153701009,525,"39",16,0.6975
"621",153701009,588,"43",8,0.6975
"622",153701009,346,"34",4,0.6975
"623",153701009,345,"37",16,0.6975
"624",153701009,343,"30",4,0.6975
"625",153701009,343,"29",12,0.6975
"626",153701009,346,"43",8,0.6975
"627",153701009,996,"31",4,0.6975
"628",153701009,996,"33",4,0.6975
"629",153701009,525,"37",8,0.6975
"630",153701009,525,"43",4,0.6975
"631",153701009,157,"49",8,0.6975
"632",153701009,349,"27",8,0.6975
"633",153701009,349,"30",4,0.6975
"634",153701009,588,"37",12,0.6975
"635",153701009,349,"31",8,0.6975
"636",153701009,157,"31",4,0.6975
"637",153701009,349,"33",8,0.6975
"638",153701009,349,"43",12,0.6975
"639",153701009,157,"37",12,0.6975
"640",153701009,344,"30",8,0.6975
"641",153701009,344,"51",4,0.6975
"642",153701009,157,"34",4,0.6975
"643",153701009,996,"39",4,0.6975
"644",153701009,996,"51",4,0.6975
"645",153701009,346,"37",8,0.6975
"646",153701009,344,"28",12,0.6975
"647",153701009,342,"31",4,0.6975
"648",153701009,588,"34",4,0.6975
"649",153701009,342,"39",8,0.6975
"650",153701009,395,"35",4,0.6975
"651",153701009,335,"43",4,0.6975
"652",153701009,349,"45",4,0.6975
"653",153701009,349,"39",8,0.6975
"654",153701009,335,"45",12,0.6975
"655",153701009,588,"49",4,0.6975
"656",153701009,343,"33",1,0.7
"657",153701009,525,"31",8,0.6975
"658",153701009,525,"32",4,0.6975
"659",153701009,525,"35",4,0.6975
"660",153701009,525,"36",8,0.6975
"661",153701009,525,"40",4,0.6975
"662",153701009,342,"40",4,0.6975
"663",153701009,345,"34",4,0.6975
"664",153701009,157,"39",12,0.6975
"665",153701009,157,"40",4,0.6975
"666",153701009,344,"29",4,0.6975
"667",153701009,344,"35",4,0.6975
"668",153701009,344,"39",4,0.6975
"669",153701009,344,"41",4,0.6975
"670",153701009,344,"44",4,0.6975
"671",153701009,344,"45",4,0.6975
"672",153701009,343,"47",4,0.6975
"673",153701009,588,"45",4,0.6975
"674",153701009,525,"44",4,0.6975
"675",153701009,335,"33",4,0.6975
"676",153701009,395,"30",4,0.6975
"677",153701009,395,"34",4,0.6975
"678",153701009,395,"41",4,0.6975
"679",153701009,346,"51",4,0.6975
"680",153701009,343,"50",4,0.3475
"681",153701009,349,"29",4,0.6975
"682",153701009,349,"52",4,0.3475
"683",153701009,157,"42",4,0.6975
"684",153701009,342,"46",4,0.6975
"685",153701009,347,"39",8,0.6975
"686",153701009,525,"45",4,0.6975
"687",153701009,525,"49",4,0.6975
"688",158284012,344,"13",8,0.6475
"689",158284012,344,"22",8,0.6725
"690",158284012,349,"35",4,0.6725
"691",158284012,349,"41",8,0.6725
"692",158284012,343,"28",4,0.6725
"693",158284012,344,"36",8,0.6725
"694",158284012,342,"24",16,0.6725
"695",158284012,157,"24",12,0.6725
"696",158284012,157,"26",12,0.6725
"697",158284012,157,"32",16,0.6725
"698",158284012,157,"33",4,0.6725
"699",158284012,157,"35",16,0.6725
"700",158284012,342,"38",8,0.6725
"701",158284012,342,"41",16,0.6725
"702",158284012,157,"42",8,0.6725
"703",158284012,157,"48",12,0.6725
"704",158284012,342,"48",4,0.6725
"705",158284012,157,"52",8,0.6725
"706",158284012,588,"28",16,0.6725
"707",158284012,347,"14",12,0.6475
"708",158284012,150,"32",8,0.6725
"709",158284012,335,"28",4,0.6725
"710",158284012,335,"50",12,0.6725
"711",158284012,347,"46",4,0.6725
"712",158284012,157,"14",8,0.6475
"713",158284012,398,"23",8,0.6725
"714",158284012,588,"14",12,0.6475
"715",158284012,588,"16",8,0.6475
"716",158284012,588,"29",16,0.6725
"717",158284012,588,"32",12,0.6725
"718",158284012,588,"34",8,0.6725
"719",158284012,588,"35",4,0.6725
"720",158284012,588,"36",20,0.6725
"721",158284012,588,"38",4,0.6725
"722",158284012,588,"40",9,0.675
"723",158284012,588,"41",16,0.6725
"724",158284012,588,"44",20,0.6725
"725",158284012,588,"52",8,0.6725
"726",158284012,335,"29",8,0.6725
"727",158284012,335,"31",8,0.6725
"728",158284012,335,"32",12,0.6725
"729",158284012,335,"33",8,0.6725
"730",158284012,335,"34",12,0.6725
"731",158284012,335,"35",20,0.6725
"732",158284012,335,"36",4,0.6725
"733",158284012,335,"37",4,0.335
